,class,file_name,path,length_min,size_MB,SNR
38,Narwhal,6804000N.wav,./content/data/Narwhal/6804000N.wav,0.017965230536659108,0.12462997436523438,0.08697707206010818
39,Narwhal,6800500T.wav,./content/data/Narwhal/6800500T.wav,0.01082010582010582,0.09910202026367188,0.3968879207968712
40,Narwhal,75014003.wav,./content/data/Narwhal/75014003.wav,0.023633408919123203,0.2216014862060547,0.6411851942539215
41,Narwhal,7501400Y.wav,./content/data/Narwhal/7501400Y.wav,0.023633408919123203,0.2216014862060547,0.34215640276670456
42,Narwhal,6800200B.wav,./content/data/Narwhal/6800200B.wav,0.023633408919123203,0.2216014862060547,0.2053774707019329
43,Narwhal,68002006.wav,./content/data/Narwhal/68002006.wav,0.023633408919123203,0.2216014862060547,0.39361175149679184
44,Narwhal,75014017.wav,./content/data/Narwhal/75014017.wav,0.023633408919123203,0.2216014862060547,0.35266391932964325
45,Narwhal,7501400N.wav,./content/data/Narwhal/7501400N.wav,0.023633408919123203,0.2216014862060547,0.4360196366906166
46,Narwhal,6804000D.wav,./content/data/Narwhal/6804000D.wav,0.09769009826152683,0.6775321960449219,0.0792752206325531
47,Narwhal,7501400F.wav,./content/data/Narwhal/7501400F.wav,0.023633408919123203,0.2216014862060547,0.3126932680606842
48,Narwhal,7501400I.wav,./content/data/Narwhal/7501400I.wav,0.023633408919123203,0.2216014862060547,0.12615139596164227
49,Narwhal,7501400W.wav,./content/data/Narwhal/7501400W.wav,0.023633408919123203,0.2216014862060547,0.512145534157753
50,Narwhal,65011001.wav,./content/data/Narwhal/65011001.wav,0.023633408919123203,0.2216014862060547,0.37135448306798935
51,Narwhal,6804000C.wav,./content/data/Narwhal/6804000C.wav,0.09769009826152683,0.6775321960449219,0.08750023320317268
52,Narwhal,7501400V.wav,./content/data/Narwhal/7501400V.wav,0.023633408919123203,0.2216014862060547,0.27836307883262634
53,Narwhal,6800200E.wav,./content/data/Narwhal/6800200E.wav,0.023633408919123203,0.2216014862060547,0.5191237479448318
54,Narwhal,75014013.wav,./content/data/Narwhal/75014013.wav,0.023633408919123203,0.2216014862060547,0.5678357928991318
55,Narwhal,68002009.wav,./content/data/Narwhal/68002009.wav,0.023633408919123203,0.2216014862060547,0.10843041352927685
56,Narwhal,75014007.wav,./content/data/Narwhal/75014007.wav,0.023633408919123203,0.2216014862060547,0.21932976320385933
57,Narwhal,6804000Q.wav,./content/data/Narwhal/6804000Q.wav,0.01993424036281179,0.13828659057617188,0.09979419410228729
58,Narwhal,65011007.wav,./content/data/Narwhal/65011007.wav,0.023633408919123203,0.2216014862060547,0.05996774882078171
59,Narwhal,75014016.wav,./content/data/Narwhal/75014016.wav,0.023633408919123203,0.2216014862060547,0.2576061151921749
60,Narwhal,75014012.wav,./content/data/Narwhal/75014012.wav,0.023633408919123203,0.2216014862060547,0.29551276937127113
61,Narwhal,6804000R.wav,./content/data/Narwhal/6804000R.wav,0.02256991685563114,0.15656661987304688,0.06752651184797287
62,Narwhal,7501400A.wav,./content/data/Narwhal/7501400A.wav,0.023633408919123203,0.2216014862060547,0.24324143305420876
63,Narwhal,75014002.wav,./content/data/Narwhal/75014002.wav,0.023633408919123203,0.2216014862060547,0.876135379076004
64,Narwhal,7501400J.wav,./content/data/Narwhal/7501400J.wav,0.023633408919123203,0.2216014862060547,0.22049419581890106
65,Narwhal,75014001.wav,./content/data/Narwhal/75014001.wav,0.023633408919123203,0.2216014862060547,0.5990441143512726
66,Narwhal,6800200G.wav,./content/data/Narwhal/6800200G.wav,0.023633408919123203,0.2216014862060547,0.24129418656229973
67,Narwhal,6800200F.wav,./content/data/Narwhal/6800200F.wav,0.023633408919123203,0.2216014862060547,0.21303359419107437
68,Narwhal,6804000J.wav,./content/data/Narwhal/6804000J.wav,0.01903325774754346,0.13203811645507812,0.10284102521836758
69,Narwhal,7501400T.wav,./content/data/Narwhal/7501400T.wav,0.023633408919123203,0.2216014862060547,1.104322224855423
70,Narwhal,68002008.wav,./content/data/Narwhal/68002008.wav,0.023633408919123203,0.2216014862060547,0.33117014914751053
71,Narwhal,7501400G.wav,./content/data/Narwhal/7501400G.wav,0.023633408919123203,0.2216014862060547,0.6431959569454193
72,Narwhal,65011006.wav,./content/data/Narwhal/65011006.wav,0.023633408919123203,0.2216014862060547,0.03475176868960261
73,Narwhal,75014010.wav,./content/data/Narwhal/75014010.wav,0.023633408919123203,0.2216014862060547,0.8377379179000854
74,Narwhal,6804000H.wav,./content/data/Narwhal/6804000H.wav,0.004623582766439909,0.0321044921875,0.10400627739727497
75,Narwhal,68003001.wav,./content/data/Narwhal/68003001.wav,0.04726606198034769,0.2216014862060547,0.08922452107071877
76,Narwhal,7501400P.wav,./content/data/Narwhal/7501400P.wav,0.023633408919123203,0.2216014862060547,0.6529137492179871
77,Narwhal,75014014.wav,./content/data/Narwhal/75014014.wav,0.023633408919123203,0.2216014862060547,0.4326721280813217
78,Narwhal,68002003.wav,./content/data/Narwhal/68002003.wav,0.023633408919123203,0.2216014862060547,0.16985582187771797
79,Narwhal,6800300C.wav,./content/data/Narwhal/6800300C.wav,0.023633408919123203,0.11082267761230469,0.08314207196235657
80,Narwhal,7501400C.wav,./content/data/Narwhal/7501400C.wav,0.023633408919123203,0.2216014862060547,0.162328090518713
81,Narwhal,7501400Q.wav,./content/data/Narwhal/7501400Q.wav,0.023633408919123203,0.2216014862060547,0.1736130565404892
82,Narwhal,7501400D.wav,./content/data/Narwhal/7501400D.wav,0.023633408919123203,0.2216014862060547,0.527813658118248
83,Narwhal,75014015.wav,./content/data/Narwhal/75014015.wav,0.023633408919123203,0.2216014862060547,0.11891018599271774
84,Narwhal,68003008.wav,./content/data/Narwhal/68003008.wav,0.04726606198034769,0.2216014862060547,0.1170761976391077
85,Narwhal,75014006.wav,./content/data/Narwhal/75014006.wav,0.023633408919123203,0.2216014862060547,0.19953379407525063
86,Narwhal,65011003.wav,./content/data/Narwhal/65011003.wav,0.023633408919123203,0.2216014862060547,0.09589859284460545
87,Narwhal,6804000G.wav,./content/data/Narwhal/6804000G.wav,0.005325018896447468,0.03697013854980469,0.11868198402225971
88,Narwhal,6800200D.wav,./content/data/Narwhal/6800200D.wav,0.023633408919123203,0.2216014862060547,0.18377909436821938
89,Narwhal,68040008.wav,./content/data/Narwhal/68040008.wav,0.014433862433862434,0.10013961791992188,0.05928602069616318
90,Narwhal,75014005.wav,./content/data/Narwhal/75014005.wav,0.023633408919123203,0.2216014862060547,0.321582667529583
91,RossSeal,6608500I.wav,./content/data/RossSeal/6608500I.wav,0.058701436130007556,0.1343975067138672,0.42306777089834213
92,RossSeal,66034008.wav,./content/data/RossSeal/66034008.wav,0.023633408919123203,0.013891220092773438,1.1335473507642746
93,RossSeal,66034001.wav,./content/data/RossSeal/66034001.wav,0.0817482993197279,0.2807025909423828,1.315629780292511
94,RossSeal,66002A03.wav,./content/data/RossSeal/66002A03.wav,0.03208163265306122,0.06374168395996094,0.27260856702923775
95,RossSeal,66085001.wav,./content/data/RossSeal/66085001.wav,0.052780045351473924,0.12084579467773438,0.882597416639328
96,RossSeal,66090013.wav,./content/data/RossSeal/66090013.wav,0.051916855631141345,0.11886978149414062,0.2153882198035717
97,RossSeal,6608500S.wav,./content/data/RossSeal/6608500S.wav,0.048720332577475434,0.11155319213867188,0.35859987139701843
98,RossSeal,6609000T.wav,./content/data/RossSeal/6609000T.wav,0.052792139077853364,0.12087249755859375,0.17341705039143562
99,RossSeal,6608500O.wav,./content/data/RossSeal/6608500O.wav,0.07037339380196524,0.16111373901367188,0.20583372563123703
100,RossSeal,66084012.wav,./content/data/RossSeal/66084012.wav,0.1041005291005291,0.05960845947265625,0.18404655158519745
101,RossSeal,6608500N.wav,./content/data/RossSeal/6608500N.wav,0.03857067271352986,0.08832168579101562,1.9289836287498474
102,RossSeal,66003001.wav,./content/data/RossSeal/66003001.wav,0.054205593348450494,0.1861438751220703,0.3358462080359459
103,RossSeal,66089006.wav,./content/data/RossSeal/66089006.wav,0.053580498866213154,0.12267684936523438,0.520569235086441
104,RossSeal,66084002.wav,./content/data/RossSeal/66084002.wav,0.05116553287981859,0.11714935302734375,0.9280487149953842
105,RossSeal,6609000I.wav,./content/data/RossSeal/6609000I.wav,0.0446031746031746,0.10212898254394531,0.45806482434272766
106,RossSeal,6609000H.wav,./content/data/RossSeal/6609000H.wav,0.05373167044595616,0.12302398681640625,0.7516675442457199
107,RossSeal,66089008.wav,./content/data/RossSeal/66089008.wav,0.058425547996976565,0.13376617431640625,0.8831246942281723
108,RossSeal,66085003.wav,./content/data/RossSeal/66085003.wav,0.05650188964474679,0.129364013671875,0.622357502579689
109,RossSeal,66089004.wav,./content/data/RossSeal/66089004.wav,0.07495540438397581,0.171600341796875,1.1427908390760422
110,RossSeal,6603400C.wav,./content/data/RossSeal/6603400C.wav,0.023633408919123203,0.11082267761230469,0.5713625997304916
111,RossSeal,6608900L.wav,./content/data/RossSeal/6608900L.wav,0.0600302343159486,0.13743972778320312,0.6167719885706902
112,RossSeal,66002A04.wav,./content/data/RossSeal/66002A04.wav,0.036698412698412695,0.07219505310058594,0.4957011714577675
113,RossSeal,6608400K.wav,./content/data/RossSeal/6608400K.wav,0.17136356764928193,0.09809684753417969,0.15027915127575397
114,RossSeal,66084006.wav,./content/data/RossSeal/66084006.wav,0.042303854875283445,0.09686660766601562,0.3518867492675781
115,RossSeal,6608900H.wav,./content/data/RossSeal/6608900H.wav,0.09417762660619804,0.21559715270996094,0.8400023728609085
116,RossSeal,6609000V.wav,./content/data/RossSeal/6609000V.wav,0.03106273620559335,0.07113838195800781,0.1887354627251625
117,RossSeal,6608400U.wav,./content/data/RossSeal/6608400U.wav,0.09006046863189719,0.05157470703125,0.07154185324907303
118,RossSeal,6608900C.wav,./content/data/RossSeal/6608900C.wav,0.05676795162509449,0.1299724578857422,0.7621237635612488
119,RossSeal,6608500R.wav,./content/data/RossSeal/6608500R.wav,0.052780045351473924,0.12084579467773438,0.2718290686607361
120,RossSeal,6608900R.wav,./content/data/RossSeal/6608900R.wav,0.04980801209372638,0.11404228210449219,0.6709741055965424
121,RossSeal,66089007.wav,./content/data/RossSeal/66089007.wav,0.04560015117157975,0.10441207885742188,0.21743133664131165
122,RossSeal,66090018.wav,./content/data/RossSeal/66090018.wav,0.042729402872260014,0.09784126281738281,0.10811631567776203
123,RossSeal,6608900I.wav,./content/data/RossSeal/6608900I.wav,0.049372637944066516,0.11304664611816406,0.7428692281246185
124,RossSeal,66085005.wav,./content/data/RossSeal/66085005.wav,0.044998488284202574,0.10303497314453125,0.09953917935490608
125,RossSeal,6609000K.wav,./content/data/RossSeal/6609000K.wav,0.04042932728647015,0.09257698059082031,0.36799143999814987
126,RossSeal,6609000L.wav,./content/data/RossSeal/6609000L.wav,0.06260015117157974,0.14332199096679688,1.3207140564918518
127,RossSeal,66090019.wav,./content/data/RossSeal/66090019.wav,0.05468783068783069,0.1252117156982422,0.7122745364904404
128,RossSeal,6608900N.wav,./content/data/RossSeal/6608900N.wav,0.0669901738473167,0.15336990356445312,0.8280609548091888
129,RossSeal,66085006.wav,./content/data/RossSeal/66085006.wav,0.04415268329554044,0.10109901428222656,0.28527896851301193
130,RossSeal,66090015.wav,./content/data/RossSeal/66090015.wav,0.07218820861678005,0.1652660369873047,0.5744339898228645
131,RossSeal,6608400F.wav,./content/data/RossSeal/6608400F.wav,0.04258956916099774,0.09752082824707031,0.5428187176585197
132,RossSeal,6608900J.wav,./content/data/RossSeal/6608900J.wav,0.08721768707482994,0.19966697692871094,0.9409074485301971
133,RossSeal,66084007.wav,./content/data/RossSeal/66084007.wav,0.04802040816326531,0.10995101928710938,0.6173931807279587
134,RossSeal,6608400S.wav,./content/data/RossSeal/6608400S.wav,0.08953363567649282,0.051273345947265625,0.09912070818245411
135,RossSeal,6608400C.wav,./content/data/RossSeal/6608400C.wav,0.05202191987906273,0.119110107421875,0.35530518740415573
136,RossSeal,6609000S.wav,./content/data/RossSeal/6609000S.wav,0.058916855631141345,0.13489151000976562,0.5844808369874954
137,RossSeal,6608500B.wav,./content/data/RossSeal/6608500B.wav,0.055994708994709,0.1282024383544922,0.4958318918943405
138,RossSeal,6608400D.wav,./content/data/RossSeal/6608400D.wav,0.03401436130007559,0.07789421081542969,0.2762964367866516
139,RossSeal,6608400M.wav,./content/data/RossSeal/6608400M.wav,0.050500377928949354,0.02893829345703125,0.09572944603860378
140,RossSeal,66085002.wav,./content/data/RossSeal/66085002.wav,0.05058125472411187,0.11581230163574219,0.347033366560936
141,RossSeal,6608500Q.wav,./content/data/RossSeal/6608500Q.wav,0.056164021164021166,0.12858963012695312,0.1382829248905182
142,RossSeal,66090007.wav,./content/data/RossSeal/66090007.wav,0.04445049130763416,0.10177993774414062,0.810411125421524
143,RossSeal,6608900A.wav,./content/data/RossSeal/6608900A.wav,0.051585034013605445,0.11811065673828125,0.15557958744466305
144,RossSeal,66003003.wav,./content/data/RossSeal/66003003.wav,0.054205593348450494,0.1861419677734375,0.058290548622608185
145,RossSeal,66090001.wav,./content/data/RossSeal/66090001.wav,0.06731065759637188,0.15410232543945312,1.3689418137073517
146,RossSeal,6608900P.wav,./content/data/RossSeal/6608900P.wav,0.043500377928949355,0.09960556030273438,0.0921880453824997
147,RossSeal,6608900B.wav,./content/data/RossSeal/6608900B.wav,0.053443688586545725,0.12236404418945312,0.5936077982187271
148,RossSeal,66089009.wav,./content/data/RossSeal/66089009.wav,0.08122524565381709,0.18595123291015625,1.2690803408622742
149,RossSeal,6609000M.wav,./content/data/RossSeal/6609000M.wav,0.06703476946334089,0.1534709930419922,0.5225448682904243
150,RossSeal,66003004.wav,./content/data/RossSeal/66003004.wav,0.06384504913076341,0.21923828125,0.5337092280387878
151,RossSeal,66034009.wav,./content/data/RossSeal/66034009.wav,0.023633408919123203,0.11082267761230469,0.2222323976457119
152,RossSeal,6609000U.wav,./content/data/RossSeal/6609000U.wav,0.06489644746787604,0.1485767364501953,0.3753398358821869
153,RossSeal,6608500D.wav,./content/data/RossSeal/6608500D.wav,0.050919879062736206,0.11658668518066406,0.3877267614006996
154,RossSeal,6608500J.wav,./content/data/RossSeal/6608500J.wav,0.08441421012849584,0.1932506561279297,0.3293175622820854
155,RossSeal,6608900M.wav,./content/data/RossSeal/6608900M.wav,0.0809100529100529,0.18523025512695312,0.6830048561096191
156,RossSeal,66002A02.wav,./content/data/RossSeal/66002A02.wav,0.023058956916099774,0.08416366577148438,0.1313045434653759
157,RossSeal,68001002.wav,./content/data/RossSeal/68001002.wav,0.09389115646258503,0.17196273803710938,1.974005103111267
158,RossSeal,66084003.wav,./content/data/RossSeal/66084003.wav,0.054308390022675734,0.1243438720703125,0.4648596793413162
159,RossSeal,6608400W.wav,./content/data/RossSeal/6608400W.wav,0.14325396825396824,0.08201217651367188,0.12177650816738605
160,RossSeal,6608500K.wav,./content/data/RossSeal/6608500K.wav,0.04973544973544974,0.1138763427734375,0.8646218478679657
161,RossSeal,66090009.wav,./content/data/RossSeal/66090009.wav,0.04981934996220711,0.11406898498535156,0.09359734132885933
162,RossSeal,66089002.wav,./content/data/RossSeal/66089002.wav,0.07551020408163266,0.17287063598632812,0.2681739069521427
163,RossSeal,66085004.wav,./content/data/RossSeal/66085004.wav,0.06546787603930461,0.1498851776123047,0.42008765041828156
164,RossSeal,6609000B.wav,./content/data/RossSeal/6609000B.wav,0.04277702191987907,0.09794998168945312,0.40713150054216385
165,RossSeal,66089003.wav,./content/data/RossSeal/66089003.wav,0.1410755857898715,0.32293701171875,0.5447203293442726
166,RossSeal,6609000Y.wav,./content/data/RossSeal/6609000Y.wav,0.044625094482237344,0.10218048095703125,0.19823014736175537
167,RossSeal,6609000E.wav,./content/data/RossSeal/6609000E.wav,0.048254724111866966,0.11048698425292969,0.5074036121368408
168,RossSeal,6608500C.wav,./content/data/RossSeal/6608500C.wav,0.07088133030990175,0.1622753143310547,0.4431295767426491
169,RossSeal,6608400A.wav,./content/data/RossSeal/6608400A.wav,0.043446712018140585,0.09948348999023438,0.5100113898515701
170,RossSeal,6608500F.wav,./content/data/RossSeal/6608500F.wav,0.04821315192743764,0.11039161682128906,0.499444417655468
171,RossSeal,6608400V.wav,./content/data/RossSeal/6608400V.wav,0.11586696900982615,0.06634140014648438,0.06082091014832258
172,RossSeal,6608900F.wav,./content/data/RossSeal/6608900F.wav,0.0715578231292517,0.16382408142089844,1.2863510847091675
173,RossSeal,6608900T.wav,./content/data/RossSeal/6608900T.wav,0.05981254724111867,0.13694190979003906,0.9749075770378113
174,RossSeal,6608400L.wav,./content/data/RossSeal/6608400L.wav,0.07777021919879062,0.04454231262207031,0.10303921066224575
175,RossSeal,6608900Q.wav,./content/data/RossSeal/6608900Q.wav,0.056985638699924415,0.13047027587890625,0.7896264642477036
176,RossSeal,6608500E.wav,./content/data/RossSeal/6608500E.wav,0.037724867724867724,0.08638572692871094,0.4773310199379921
177,RossSeal,66090012.wav,./content/data/RossSeal/66090012.wav,0.052500377928949356,0.12020492553710938,0.5452071130275726
178,RossSeal,66034004.wav,./content/data/RossSeal/66034004.wav,0.06246863189720332,0.21451187133789062,1.2524542212486267
179,RossSeal,68001001.wav,./content/data/RossSeal/68001001.wav,0.0654867724867725,0.11995315551757812,2.2573307156562805
180,RossSeal,66089001.wav,./content/data/RossSeal/66089001.wav,0.0510204081632653,0.11681747436523438,0.7557830214500427
181,RossSeal,6608900D.wav,./content/data/RossSeal/6608900D.wav,0.05002569916855631,0.11454010009765625,0.32929643988609314
182,RossSeal,6608400B.wav,./content/data/RossSeal/6608400B.wav,0.03973091458805744,0.09097862243652344,0.5703957006335258
183,RossSeal,66090005.wav,./content/data/RossSeal/66090005.wav,0.05080045351473923,0.11631393432617188,0.2676866948604584
184,RossSeal,66087001.wav,./content/data/RossSeal/66087001.wav,0.050510204081632655,0.11565017700195312,0.3247584030032158
185,RossSeal,6608500A.wav,./content/data/RossSeal/6608500A.wav,0.04466061980347694,0.10226058959960938,0.12234782800078392
186,RossSeal,66002A05.wav,./content/data/RossSeal/66002A05.wav,0.02959939531368103,0.05919647216796875,0.9420637041330338
187,RossSeal,6609000F.wav,./content/data/RossSeal/6609000F.wav,0.06077475434618292,0.1391429901123047,0.9504400193691254
188,RossSeal,66089005.wav,./content/data/RossSeal/66089005.wav,0.04959032501889645,0.11354446411132812,1.0789310187101364
189,RossSeal,6608900G.wav,./content/data/RossSeal/6608900G.wav,0.06786016628873771,0.15536117553710938,0.3669719770550728
190,RossSeal,6609000Z.wav,./content/data/RossSeal/6609000Z.wav,0.04783371126228269,0.10952377319335938,0.5569688603281975
191,RossSeal,6608400O.wav,./content/data/RossSeal/6608400O.wav,0.09022675736961451,0.051670074462890625,0.07632982917129993
192,RossSeal,6609000J.wav,./content/data/RossSeal/6609000J.wav,0.05060241874527589,0.1158599853515625,1.455337256193161
193,RossSeal,66034002.wav,./content/data/RossSeal/66034002.wav,0.06660015117157975,0.22869491577148438,1.311783343553543
194,RossSeal,66085007.wav,./content/data/RossSeal/66085007.wav,0.07798639455782314,0.17853736877441406,0.37061817944049835
195,RossSeal,66090017.wav,./content/data/RossSeal/66090017.wav,0.061396069538926686,0.1405658721923828,0.7802110910415649
196,RossSeal,6608500G.wav,./content/data/RossSeal/6608500G.wav,0.04770521541950113,0.10923004150390625,0.2517165429890156
197,RossSeal,66090004.wav,./content/data/RossSeal/66090004.wav,0.08096296296296296,0.1853504180908203,0.8876438438892365
198,RossSeal,66084009.wav,./content/data/RossSeal/66084009.wav,0.03487226001511715,0.07985687255859375,0.21385425701737404
199,RossSeal,6609000R.wav,./content/data/RossSeal/6609000R.wav,0.036604686318972034,0.08382225036621094,0.1054486446082592
200,RossSeal,6609000Q.wav,./content/data/RossSeal/6609000Q.wav,0.03850037792894936,0.08816146850585938,0.17583349719643593
201,RossSeal,6609000C.wav,./content/data/RossSeal/6609000C.wav,0.054514739229024944,0.12481498718261719,1.0094397515058517
202,RossSeal,66090008.wav,./content/data/RossSeal/66090008.wav,0.0676281179138322,0.1548290252685547,0.7181309908628464
203,RossSeal,66090016.wav,./content/data/RossSeal/66090016.wav,0.03791685563114135,0.08682632446289062,0.638304203748703
204,RossSeal,66084005.wav,./content/data/RossSeal/66084005.wav,0.07260241874527588,0.1662139892578125,0.23428181186318398
205,RossSeal,66090010.wav,./content/data/RossSeal/66090010.wav,0.05804232804232804,0.1328887939453125,0.7889249920845032
206,RossSeal,6609000G.wav,./content/data/RossSeal/6609000G.wav,0.07146863189720333,0.1636199951171875,1.1946812272071838
207,RossSeal,66090003.wav,./content/data/RossSeal/66090003.wav,0.06889795918367346,0.15773582458496094,1.3398031890392303
208,RossSeal,66034007.wav,./content/data/RossSeal/66034007.wav,0.023633408919123203,0.013891220092773438,0.10965020395815372
209,RossSeal,6609000P.wav,./content/data/RossSeal/6609000P.wav,0.052208616780045354,0.119537353515625,0.24651557207107544
210,RossSeal,6608500M.wav,./content/data/RossSeal/6608500M.wav,0.055994708994709,0.1282024383544922,0.320405550301075
211,RossSeal,6608500L.wav,./content/data/RossSeal/6608500L.wav,0.06073091458805745,0.13904380798339844,0.26385068893432617
212,RossSeal,66090011.wav,./content/data/RossSeal/66090011.wav,0.04054195011337868,0.09283447265625,0.1995852030813694
213,RossSeal,66085009.wav,./content/data/RossSeal/66085009.wav,0.05024263038548753,0.11503791809082031,0.18326839432120323
214,RossSeal,66084004.wav,./content/data/RossSeal/66084004.wav,0.04430461073318216,0.10144615173339844,1.1160869151353836
215,RossSeal,6608400E.wav,./content/data/RossSeal/6608400E.wav,0.042303854875283445,0.09686660766601562,0.48885494470596313
216,RossSeal,6608500P.wav,./content/data/RossSeal/6608500P.wav,0.05633257747543462,0.12897682189941406,0.13291964307427406
217,RossSeal,66003005.wav,./content/data/RossSeal/66003005.wav,0.043188964474678765,0.14832115173339844,0.013047617394477129
218,RossSeal,6608400Y.wav,./content/data/RossSeal/6608400Y.wav,0.12540060468631897,0.07179641723632812,0.12057269923388958
219,RossSeal,66084008.wav,./content/data/RossSeal/66084008.wav,0.06517006802721088,0.14920425415039062,0.2920231781899929
220,RossSeal,6609000W.wav,./content/data/RossSeal/6609000W.wav,0.044625094482237344,0.10218048095703125,0.4091377556324005
221,RossSeal,6609000X.wav,./content/data/RossSeal/6609000X.wav,0.053083900226757366,0.12154006958007812,1.0251721739768982
222,RossSeal,66090006.wav,./content/data/RossSeal/66090006.wav,0.04762509448223733,0.10904693603515625,0.18670160323381424
223,RossSeal,66090002.wav,./content/data/RossSeal/66090002.wav,0.04762509448223733,0.10904693603515625,0.1876041293144226
224,RossSeal,66002A01.wav,./content/data/RossSeal/66002A01.wav,0.05558352229780802,0.19582748413085938,3.833136260509491
225,RossSeal,66085008.wav,./content/data/RossSeal/66085008.wav,0.05075056689342404,0.11619949340820312,0.2148560993373394
226,RossSeal,6608500H.wav,./content/data/RossSeal/6608500H.wav,0.04956613756613757,0.11348915100097656,0.5340182781219482
227,RossSeal,66034006.wav,./content/data/RossSeal/66034006.wav,0.052829176114890394,0.18141746520996094,0.6947213411331177
